News_Headline,Link_Of_News,Source,Stated_On,Date,Label
"""Wages adjusted for inflation haven’t risen since the turn of the last century.""",https://www.politifact.com/factchecks/2015/nov/15/hillary-clinton/hillary-clinton-says-wages-havent-risen-turn-centu/,Hillary Clinton," November 14, "," November 14, 2015",half-true
"Says Donald Trump tweeted, ""Danny DeVito supports baby murder.""",https://www.politifact.com/factchecks/2019/dec/09/viral-image/no-donald-trump-didnt-say-danny-devito-supports-ba/,Viral image," November 25, "," December 9, 2019",FALSE
"Between June 30 and July 10, CNN interviewed ""17 Israeli public officials versus one"" Palestinian official.",https://www.politifact.com/factchecks/2014/jul/24/rula-jebreal/fact-checking-rula-jebreals-claim-cnn-had-17-israe/,Rula Jebreal," July 22, 2014"," July 24, 2014",half-true
"Under Obamacare, people who ""have a doctor they’ve been seeing for the last 15 or 20 years, they won’t be able to keep going to that doctor.""",https://www.politifact.com/factchecks/2013/aug/05/marco-rubio/marco-rubio-says-patients-wont-keep-doctors-obamac/,Marco Rubio," July 31, 2013"," August 5, 2013",barely-true
"""We know that Saudi Arabia started al-Qaida.""",https://www.politifact.com/factchecks/2016/apr/24/bob-graham/bob-graham-saudi-arabia-created-al-qaida/,Bob Graham," April 24, 201"," April 24, 2016",half-true
"""Whether the Amendment passes or not, the medical use of marijuana is a federal criminal offense.""",https://www.politifact.com/factchecks/2013/dec/17/pam-bondi/pam-bondi-says-medical-marijuana-illegal-under-fed/,Pam Bondi," October 24, 2"," December 17, 2013",TRUE
Says television host Steve Harvey authored a pro-Trump rant about raccoons and exterminators.,https://www.politifact.com/factchecks/2019/nov/14/facebook-posts/no-steve-harvey-didnt-write-viral-pro-trump-raccoo/,Facebook posts," April 24, 201"," November 14, 2019",FALSE
"Says the state “health secretary says don't go to hospitals or clinics, now the tourism secretary says don't recreate.”",https://www.politifact.com/factchecks/2020/may/28/tom-tiffany/tiffany-wrong-claim-officials-dont-want-wisconsini/,Tom Tiffany," May 26, 2020 "," May 28, 2020",barely-true
"""Disease-ridden"" migrants from parts of Africa with Ebola are being ""dumped in San Antonio.""",https://www.politifact.com/factchecks/2019/jun/12/conservative-daily-post/are-migrants-diseases-ebola-being-dumped-san-anton/,Conservative Daily Post," June 10, 2019"," June 12, 2019",FALSE
"Says Russ Feingold was the ""only senator to vote against Homeland Security.""",https://www.politifact.com/factchecks/2016/sep/21/let-america-work/pac-wrongly-claims-russ-feingold-was-only-vote-aga/,Let America Work," September 1, "," September 21, 2016",FALSE
"""Gov. Rick Scott signed into law a bill that gives Florida's public officials an easy way to avoid disclosing their personal finances.""",https://www.politifact.com/factchecks/2014/jun/23/bill-nelson/rick-scott-signed-law-give-politicians-easy-way-av/,Bill Nelson," June 13, 2014"," June 23, 2014",half-true
"""Under Rick Scott, homeowners are paying higher (home insurance) premiums for less coverage.""",https://www.politifact.com/factchecks/2014/sep/10/charlie-crist/homeowners-are-paying-more-less-insurance-coverage/,Charlie Crist," September 4, "," September 10, 2014",mostly-true
"""I played in a game here against the Pittsburgh Steelers where there was 23 inches of snow. … We played in at least 15 inches of that.""",https://www.politifact.com/factchecks/2014/jan/30/curtis-martin/curtis-martin-says-he-once-played-game-15-inches-s/,Curtis Martin," January 28, 2"," January 30, 2014",FALSE
"""Since taking office, we have enacted more than $8 billion in cumulative tax relief.""",https://www.politifact.com/factchecks/2018/jun/22/scott-walker/scott-walkers-big-re-election-tax-cut-tout-8-billi/,Scott Walker," May 31, 2018 "," June 22, 2018",TRUE
"""The graduation rate in New York City has increased by 50 percent in 13 years""",https://www.politifact.com/factchecks/2018/jan/17/bill-de-blasio/how-much-has-graduation-rate-increased-nyc-start-m/,Bill de Blasio," January 3, 20"," January 17, 2018",TRUE
"""The President wants to cut 3 MILLION people from SNAP, including children, seniors and veterans.""",https://www.politifact.com/factchecks/2019/dec/03/alma-adams/nc-democrat-mostly-right-about-proposed-cuts-snap/,Alma Adams," November 26, "," December 3, 2019",mostly-true
"During the past four years, ""average wages have barely budged.""",https://www.politifact.com/factchecks/2014/jan/29/barack-obama/state-union-obama-says-over-past-four-years-averag/,Barack Obama," January 28, 2"," January 28, 2014",TRUE
"Says ""Paul Ryan shut off the C-SPAN cameras when the Democrats started their sit-in.""",https://www.politifact.com/factchecks/2016/jun/27/stephen-colbert/stephen-colbert-wrong-paul-ryan-killed-house-camer/,Stephen Colbert," June 23, 2016"," June 27, 2016",barely-true
"""White people are so 1960’s. Sometimes the only thing that keeps me going is the fact that they will be blended out by the time I am 30. Imagine a world without white people. —Malia Obama’s midterm speech exam""",https://www.politifact.com/factchecks/2018/oct/18/blog-posting/there-no-evidence-malia-obama-said-white-people-sh/,Bloggers," October 18, 2"," October 18, 2018",pants-fire
"Says $15-an-hour proposal in Cleveland is ""the most aggressive minimum wage increase in the country.""",https://www.politifact.com/factchecks/2016/may/09/joe-roman/15-minimum-wage-proposal-cleveland-most-aggressive/,Joe Roman," April 25, 201"," May 9, 2016",TRUE
"""America’s life expectancy has declined for the last three years in a row, the first time in a hundred years, because of surges in suicides and drug overdoses.""",https://www.politifact.com/factchecks/2019/apr/03/andrew-yang/overdoses-suicide-driving-drop-us-life-expectancy-/,Andrew Yang," March 22, 201"," April 3, 2019",mostly-true
Says Lady Gaga was arrested after a confrontation with First Lady Melania Trump.,https://www.politifact.com/factchecks/2017/sep/06/blog-posting/no-lady-gaga-was-not-arrested-criticizing-melania-/,Bloggers," September 3, "," September 6, 2017",pants-fire
"""The various people who have, in fact, committed terrorist acts in this country, from 9/11 on, none of them came from any of the seven countries that are the subject of the president's executive order.""",https://www.politifact.com/factchecks/2017/jan/29/jerrold-nadler/have-there-been-terrorist-attacks-post-911-countri/,Jerrold Nadler," January 28, 2"," January 29, 2017",half-true
"""In New Hampshire, I spent $3 million. Jeb Bush spent $44 million. He came in five, and I came in number one.""",https://www.politifact.com/factchecks/2016/feb/19/donald-trump/donald-trump-compares-his-spending-and-new-hampshi/,Donald Trump," February 13, "," February 18, 2016",mostly-true
"Says Carlos Beruff ""supported (Charlie) Crist even after he switched parties.""",https://www.politifact.com/factchecks/2016/aug/11/florida-first-project/carlos-beruff-supported-charlie-crist-after-party-/,Florida First Project," July 14, 2016"," August 11, 2016",mostly-true
"""What I have put forward does not add a penny to the debt.""",https://www.politifact.com/factchecks/2016/oct/20/hillary-clinton/what-hillary-clintons-plans-mean-us-debt/,Hillary Clinton," October 19, 2"," October 20, 2016",half-true
"Says Richard Burr ""was one of only three senators who voted against a ban on insider trading for members of Congress. And he called that vote brave.""",https://www.politifact.com/factchecks/2016/nov/05/deborah-ross/deborah-ross-says-richard-burr-voted-against-ban-i/,Deborah Ross," October 13, 2"," November 5, 2016",TRUE
"“The majority of hunters now want universal background checks, the majority of Trump voters.”",https://www.politifact.com/factchecks/2020/feb/20/amy-klobuchar/amy-klobuchar-says-majority-trump-voters-hunters-w/,Amy Klobuchar," February 20, "," February 20, 2020",TRUE
"The immigration visa lottery ""randomly hands out green cards without any regard for skill, merit, or the safety of American people.""",https://www.politifact.com/factchecks/2018/jan/31/donald-trump/donald-trump-leaves-out-facts-claim-about-visa-lot/,Donald Trump," January 30, 2"," January 30, 2018",FALSE
Obamacare has led to fewer health insurance options for millions of Americans.,https://www.politifact.com/factchecks/2017/jun/21/donald-trump/white-house-tweet-wrongly-says-obamacare-led-fewer/,Donald Trump," June 21, 2017"," June 21, 2017",barely-true
"“Now, they’re doing tests on airlines — very strong tests — for getting on, getting off. They’re doing tests on trains — getting on, getting off.”",https://www.politifact.com/factchecks/2020/apr/06/donald-trump/donald-trump-wrong-about-covid-19-testing-airplane/,Donald Trump," April 1, 2020"," April 6, 2020",pants-fire
"""What has happened since 2005? We’ve seen violent crime continuously go down"" due to Florida's ""stand your ground"" law.",https://www.politifact.com/factchecks/2017/mar/16/dennis-baxley/did-floridas-stand-your-ground-law-reduce-violent-/,Dennis Baxley," March 15, 201"," March 16, 2017",barely-true
"""In Wisconsin, a woman only earns 80 cents for every $1 a man earns.""",https://www.politifact.com/factchecks/2014/apr/23/mary-burke/scott-walker-opponent-mary-burke-says-working-wisc/,Mary Burke," April 8, 2014"," April 23, 2014",mostly-true
"""Here, we have Thanksgiving, we have Christmas, we have the 4th of July. Every year in Iran, they celebrate Death to America day.""",https://www.politifact.com/factchecks/2015/mar/13/ted-cruz/ted-cruz-says-iran-annually-has-death-america-holi/,Ted Cruz," March 11, 201"," March 13, 2015",barely-true
"Photo of migrant mother at U.S.-Mexico border running from tear gas with children ""was a staged hoax.""",https://www.politifact.com/factchecks/2018/nov/29/blog-posting/no-photo-migrant-mother-and-her-children-running-t/,Bloggers," November 26, "," November 29, 2018",pants-fire
"Says ""Harry Reid has a better voting attendance record than these three Congressmen!""",https://www.politifact.com/factchecks/2013/dec/17/eugene-yu/senate-candidate-blasts-opponents-absent-when-it-c/,Eugene Yu," December 9, 2"," December 17, 2013",mostly-true
"Says Hillary Clinton ""was completely exonerated, when I was in the White House"" by an official inquiry on Whitewater.",https://www.politifact.com/factchecks/2015/jun/23/bill-clinton/bill-clinton-says-hillary-was-completely-exonerate/,Bill Clinton," June 14, 2015"," June 23, 2015",mostly-true
"Says James Clapper ""and virtually everyone else"" said ""there is no collusion"" in the Russia investigation findings.",https://www.politifact.com/factchecks/2017/may/12/donald-trump/trumps-mostly-false-claim-clapper-said-no-collusio/,Donald Trump," May 12, 2017 "," May 12, 2017",barely-true
"Barack Obama’s Columbia University ID says he was a foreign student and went by ""Barry Soetoro.""",https://www.politifact.com/factchecks/2015/dec/09/facebook-posts/facebook-posts-still-claim-obama-wasnt-born-us/,Facebook posts," November 13, "," December 9, 2015",pants-fire
"""Technically, (Ted Cruz is) not even an American.""",https://www.politifact.com/factchecks/2015/dec/08/alan-grayson/grayson-wrongly-says-cruz-not-american/,Alan Grayson," November 25, "," December 8, 2015",pants-fire
"""More than once, I've actually had a conversation with the protesters on substance.""",https://www.politifact.com/factchecks/2016/mar/13/ted-cruz/ted-cruz-says-hes-engaged-civilly-protesters-his-c/,Ted Cruz," March 13, 201"," March 13, 2016",TRUE
"Planned Parenthood is ""the only health care that a significant number of women get. About 30 percent of women, that's their health care.""",https://www.politifact.com/factchecks/2015/jul/31/harry-reid/harry-reid-says-30-women-rely-only-planned-parenth/,Harry Reid," July 29, 2015"," July 31, 2015",pants-fire
"A banner with a swastika, “Trump” and “Pence” is from a Michigan coronavirus protest.",https://www.politifact.com/factchecks/2020/apr/24/facebook-posts/trump-pence-swastika-protest/,Facebook posts," April 17, 202"," April 24, 2020",FALSE
"""Texas still owns all of its public lands. If the federal gov't wants to create a park, they must ask permission!""",https://www.politifact.com/factchecks/2015/jul/17/glenn-hegar/glenn-hegar-says-texas-owns-its-public-lands-uncle/,Glenn Hegar," June 24, 2015"," July 17, 2015",half-true
Says Bernie Sanders marched with Fidel Castro and Che Guevara in Cuba.,https://www.politifact.com/factchecks/2019/mar/05/facebook-posts/no-bernie-sanders-didnt-march-fidel-castro-cuba/,Facebook posts," February 28, "," March 5, 2019",pants-fire
"Six of the nation’s 10 wealthiest counties, ""according to median income, are in and around the Washington, D.C. area.""",https://www.politifact.com/factchecks/2015/mar/02/scott-walker/scott-walker-says-most-10-richest-counties-are-aro/,Scott Walker," February 6, 2"," March 2, 2015",TRUE
"Ken ""Block supports Obamacare.""",https://www.politifact.com/factchecks/2014/jun/08/allan-fung/gubernatorial-candidate-allan-fung-says-his-republ/,Allan Fung," June 2, 2014 "," June 8, 2014",pants-fire
On whether the state should use surplus funds for ongoing expenses.,https://www.politifact.com/factchecks/2020/mar/17/tony-evers/wisconsin-governor-takes-half-step-back-using-surp/,Tony Evers," January 26, 2"," March 17, 2020",half-flip
"""More people, almost twice as many, pay the penalty or take the waiver than signed up for (Obamacare).""",https://www.politifact.com/factchecks/2017/jul/21/kevin-mccarthy/kevin-mccarthys-false-claim-obamacare-sign-ups/,Kevin McCarthy," July 11, 2017"," July 21, 2017",FALSE
"""Georgia has the nation's fifth largest Women, Infants and Children (WIC) Supplemental Nutrition program, serving more than 270,000 mothers, babies and children every day.""",https://www.politifact.com/factchecks/2014/apr/15/georgia-department-public-health/georgias-wic-program-ranked-7th-largest/,Georgia Department of Public Health," April 7, 2014"," April 15, 2014",mostly-true
"""The market is making this decision. The market has driven down the cost of coal, so you have companies going bankrupt.""",https://www.politifact.com/factchecks/2016/may/10/hillary-clinton/hillary-clinton-says-market-forces-made-coal-compa/,Hillary Clinton," May 4, 2016 i"," May 10, 2016",mostly-true
"""The president referred to the Syrian opposition just a few months ago as pharmacists and doctors, and so on.""",https://www.politifact.com/factchecks/2014/sep/14/michael-hayden/former-cia-director-obama-said-syrian-opposition-w/,Michael Hayden," September 14,"," September 14, 2014",TRUE
"""CNN shocks America, fires ‘journalist’ who made fun of Sarah Sanders’ face""",https://www.politifact.com/factchecks/2018/may/01/daily-world-update/fake-story-says-cnn-fired-journalist-making-fun-tr/,Daily World Update," April 29, 201"," May 1, 2018",pants-fire
"Says Gina Raimondo's ""venture capital firm secured a secret no-bid contract funded by taxpayers.""",https://www.politifact.com/factchecks/2014/sep/14/angel-taveras/taxpayers-paid-secret-no-bid-contract-benefited-gi/,Angel Taveras," August 19, 20"," September 14, 2014",barely-true
"Say Nancy Pelosi’s net worth is $196,299,990.",https://www.politifact.com/factchecks/2020/feb/03/facebook-posts/no-nancy-pelosis-net-worth-not-196-million/,Facebook posts," January 23, 2"," February 3, 2020",FALSE
"""If you look worldwide, the number of terrorist incidents have not substantially increased.""",https://www.politifact.com/factchecks/2016/oct/13/barack-obama/obama-says-terrorism-worldwide-has-not-increased-s/,Barack Obama," September 28,"," October 13, 2016",barely-true
"An Ohio ballot issue would address the fact that ""we’ve gone from paying about $100 for Epipens to over $600 ... We don’t have a choice but to pay it and the drug companies know it.""",https://www.politifact.com/factchecks/2017/oct/13/ohio-taxpayers-lower-drug-prices/ohio-issue-2-ballot-initiative-proponents-overstat/,Ohio Taxpayers for Lower Drug Prices," August 29, 20"," October 13, 2017",barely-true
"""We flood communities with so many guns that it is easier for a teenager to buy a Glock than get his hands on a computer or even a book.""",https://www.politifact.com/factchecks/2016/jul/14/barack-obama/barack-obama-offers-flawed-comparison-between-teen/,Barack Obama," July 12, 2016"," July 14, 2016",barely-true
"Says David Dewhurst ""went out for drinks"" during Senate debate on abortion bill.",https://www.politifact.com/factchecks/2013/oct/07/todd-staples/dewhurst-visited-restaurant-during-debate-unclear-/,Todd Staples," October 29, 2"," October 7, 2013",half-true
"Says former President Barack Obama ""pardoned a traitor who gave U.S. enemies state secrets, he also pardoned a terrorist who killed Americans.""",https://www.politifact.com/factchecks/2017/aug/30/katie-pavlich/did-obama-pardon-terrorist-and-traitor-katie-pavli/,Katie Pavlich," August 26, 20"," August 30, 2017",barely-true
"Says Leah Vukmir ""claimed the open records law didn't apply to her, got sued, lost and cost taxpayers $15,000 in legal fees.""",https://www.politifact.com/factchecks/2018/aug/14/club-growth/did-leah-vukmir-cost-taxpayers-15000-legal-fees-af/,Club for Growth," July 12, 2018"," August 14, 2018",TRUE
Says his tax plan wouldn't leave the federal government with a $1.1 trillion hole.,https://www.politifact.com/factchecks/2015/nov/04/ben-carson/does-ben-carsons-tithe-based-tax-plan-lead-1-trill/,Ben Carson," October 28, 2"," November 4, 2015",FALSE
"""Right now, 1 in 4 Texas women of reproductive age are uninsured, totaling 1.5 million Texas women.""",https://www.politifact.com/factchecks/2019/mar/29/john-bucy-iii/about-1-4-texas-women-reproductive-age-dont-have-h/,John Bucy III," March 27, 201"," March 29, 2019",TRUE
"90 percent of Americans ""support universal background checks"" for gun purchases.",https://www.politifact.com/factchecks/2017/oct/03/chris-abele/do-90-americans-support-background-checks-all-gun-/,Chris Abele," October 2, 20"," October 3, 2017",TRUE
"""During the Bush administration, you actually had a prominent liberal write a book about how Bush was preparing for a fascist takeover of this country.""",https://www.politifact.com/factchecks/2015/may/12/rich-lowry/did-liberal-writer-warn-about-bush-fascist-takeove/,Rich Lowry," May 10, 2015 "," May 12, 2015",TRUE
"Says Hillary Clinton spent 30 days in the hospital in 2012 and appeared ""wearing glasses that are only for people who have traumatic brain injury.""",https://www.politifact.com/factchecks/2014/may/14/karl-rove/rove-clinton-hospital-stay-and-glasses-point-traum/,Karl Rove," May 8, 2014 i"," May 14, 2014",FALSE
"In the 2012 election, there were more votes cast than registered voters in St. Lucie County, and Palm Beach County had 141 percent turnout.",https://www.politifact.com/factchecks/2016/aug/09/viral-image/viral-image-about-voter-fraud-completely-baseless/,Viral image," August 5, 201"," August 9, 2016",pants-fire
"""Ted Cruz tried to ban contraception"" five times.",https://www.politifact.com/factchecks/2015/dec/02/hillary-clinton/hillary-clintons-exaggerated-claim-ted-cruz-tried-/,Hillary Clinton," December 1, 2"," December 2, 2015",barely-true
"Says Ron DeSantis has not revealed $145,000 in receipts of public taxpayer money.",https://www.politifact.com/factchecks/2018/oct/24/andrew-gillum/fact-checking-gillums-claim-about-desantis-145000-/,Andrew Gillum," October 24, 2"," October 24, 2018",half-true
"""Jasper County in Texas raised property taxes by 7 percent in order to pay for one death penalty case.""",https://www.politifact.com/factchecks/2015/jul/09/ron-paul/ron-paul-says-death-penalty-trial-fueled-texas-tax/,Ron Paul," June 14, 2015"," July 9, 2015",TRUE
"""If you're a black woman, you're 320% more likely to die from complications in childbirth.""",https://www.politifact.com/factchecks/2019/dec/20/andrew-yang/yang-cites-maternal-mortality-stats-talk-about-rac/,Andrew Yang," December 19, "," December 20, 2019",TRUE
"Says John Cox ""parroted, parroted Trump — almost verbatim — on the children’s separation issues at the border.""",https://www.politifact.com/factchecks/2018/sep/12/gavin-newsom/gavin-newsoms-misleading-claim-john-cox-parroting-/,Gavin Newsom," August 17, 20"," September 12, 2018",barely-true
Says the USMCA is the “biggest trade deal ever made.”,https://www.politifact.com/factchecks/2020/feb/06/donald-trump/trump-says-usmca-biggest-trade-deal-ever-theres-be/,Donald Trump," January 30, 2"," February 6, 2020",FALSE
Says Donald Trump is the first sitting U.S. president in 56 years to not attend a wreath-laying ceremony on Veterans Day.,https://www.politifact.com/factchecks/2019/jun/10/viral-image/no-multiple-presidents-have-missed-veterans-day-wr/,Viral image," June 4, 2019 "," June 10, 2019",pants-fire
"""Six of the 10 richest counties in the United States surround Washington, D.C.""",https://www.politifact.com/factchecks/2015/sep/29/mike-huckabee/huckabee-says-six-10-wealthiest-us-counties-surrou/,Mike Huckabee," September 24,"," September 29, 2015",TRUE
"In Florida, ""300,000 people are going to lose their individual coverage because of Obamacare. Now those people next year, they don’t have health insurance.""",https://www.politifact.com/factchecks/2013/oct/25/marco-rubio/marco-rubio-said-florida-300000-people-are-going-l/,Marco Rubio," October 22, 2"," October 25, 2013",barely-true
"""The first tweet was sent from Austin.""",https://www.politifact.com/factchecks/2016/may/20/steve-adler/steve-adler-ridiculously-claims-first-tweet-was-se/,Steve Adler," May 17, 2016 "," May 20, 2016",pants-fire
"UPS left 15,000 employees’ spouses ""without health insurance"" and told them to, ""go on an exchange with no employer subsidy.""",https://www.politifact.com/factchecks/2013/sep/26/ted-cruz/ted-cruz-says-policy-change-ups-left-employees-spo/,Ted Cruz," September 24,"," September 26, 2013",FALSE
"""$1 billion—that’s how much Bruce Rauner has wasted with his budget crisis.""",https://www.politifact.com/factchecks/2018/jun/25/jb-pritzker/did-rauner-really-pour-1-billion-down-drain/,JB Pritzker," June 7, 2018 "," June 25, 2018",barely-true
"""Already in Wisconsin we have seen fewer people pursuing education as a career"" due to the Act 10 collective bargaining law.",https://www.politifact.com/factchecks/2014/jun/13/mary-burke/act-10-has-cut-interest-teaching-careers-mary-burk/,Mary Burke," April 18, 201"," June 13, 2014",barely-true
"""In 45 out of 50 states, on average men are seeing their premiums double, going up 99 percent. Women up 62 percent.""",https://www.politifact.com/factchecks/2013/oct/24/sean-hannity/sean-hannity-says-average-man-will-see-his-premium/,Sean Hannity," October 21, 2"," October 24, 2013",barely-true
"Florida students take ""an array of standardized high stakes tests which eat up as much as 45 school days per year.""",https://www.politifact.com/factchecks/2015/feb/18/florida-badass-teachers-association/teacher-group-says-florida-students-take-standardi/,Florida Badass Teachers Association," February 10, "," February 18, 2015",FALSE
"Say George Soros's money ""went straight into the (Women’s March) protesters’ pockets.""",https://www.politifact.com/factchecks/2017/jan/25/blog-posting/pants-fire-george-soros-money-womens-march-protest/,Bloggers," January 24, 2"," January 25, 2017",pants-fire
"""Breaking: Shep Smith to be canned because he can’t control his hate for Donald Trump.""",https://www.politifact.com/factchecks/2018/jun/13/newsflash/hoax-continues-circulate-foxs-shepard-smith-fired/,Newsflash," June 10, 2018"," June 13, 2018",pants-fire
"Says that in the Philippines more than a century ago, Gen. John Pershing ""took 50 bullets, and he dipped them in pigs’ blood,"" and shot 49 Muslim rebels. ""The 50th person, he said, ‘You go back to your people, and you tell them what happened.’ And for 25 years, there wasn’t a problem.""",https://www.politifact.com/factchecks/2016/feb/23/donald-trump/donald-trump-cites-dubious-legend-about-gen-pershi/,Donald Trump," February 19, "," February 23, 2016",pants-fire
A photo shows three men on crosses who “feel like they’re being crucified by being required to stay at home.”,https://www.politifact.com/factchecks/2020/may/27/viral-image/no-crucifixion-photo-doesnt-show-pandemic-proteste/,Viral image," May 22, 2020 "," May 27, 2020",FALSE
"""In Africa, a child dies every minute because of (malaria).""",https://www.politifact.com/factchecks/2016/apr/25/tim-ziemer/malarias-toll-close-one-african-child-killed-every/,Tim Ziemer," January 20, 2"," April 25, 2016",mostly-true
A photograph of a black couple pictures the Sundance Kid.,https://www.politifact.com/factchecks/2019/mar/05/viral-image/no-isnt-photo-sundance-kid/,Viral image," February 26, "," March 5, 2019",FALSE
Says Lil Boosie and George Zimmerman got into a fight.,https://www.politifact.com/factchecks/2020/jan/16/viral-image/boosie-badazz-says-hes-never-seen-george-zimmerman/,Viral image," January 13, 2"," January 16, 2020",FALSE
"""CNN's Crap Polling"" is so bad that it shows that ""no one under the age of 50 has an opinion of Hillary Clinton.""",https://www.politifact.com/factchecks/2015/oct/21/viral-image/next-chapter-conspiracy-theiry-graphic-takes-aim-c/,Viral image," October 21, 2"," October 21, 2015",pants-fire
"""Nonpartisan experts have consistently ranked Claire one of the most independent senators — right in the middle.""",https://www.politifact.com/factchecks/2018/nov/05/claire-mccaskill/sen-claire-mccaskill-one-americas-most-independent/,Claire McCaskill," October 2, 20"," November 5, 2018",half-true
"Quotes George Washington as saying ""it is impossible to rightly govern a nation without God and the Bible.""",https://www.politifact.com/factchecks/2019/jul/15/facebook-posts/no-evidence-george-washington-said-its-impossible-/,Facebook posts," July 11, 2019"," July 15, 2019",FALSE
"Say President Donald Trump ""dictated a short but accurate response to the New York Times article"" about the Trump Tower meeting with Russians.",https://www.politifact.com/factchecks/2018/jun/07/president-trumps-lawyers/was-initial-trump-statement-ny-times-accurate-lawy/,President Trump's lawyers," January 29, 2"," June 7, 2018",barely-true
"""We have created new jobs here in Cranston -- more than 1,000.""",https://www.politifact.com/factchecks/2013/nov/10/allan-fung/gubernatorial-candidate-mayor-allan-fung-says-his-/,Allan Fung," November 4, 2"," November 10, 2013",mostly-true
"""I don't own a single stock or bond … I have no savings accounts.""",https://www.politifact.com/factchecks/2014/jun/24/joe-biden/biden-says-he-has-no-stocks-bonds-or-savings-accou/,Joe Biden," June 23, 2014"," June 24, 2014",half-true
"Says Jill McCabe ""supports late term abortions. Larger baby parts are more profitable.""",https://www.politifact.com/factchecks/2015/aug/10/dick-black/black-says-jill-mccabe-backs-selling-fetal-parts-p/,Dick Black," August 4, 201"," August 10, 2015",pants-fire
"Says former Federal Reserve Chairman Alan Greenspan said that ""if the workers are more insecure, that's very healthy for the society"" because ""they'll serve the masters gladly and passively.""",https://www.politifact.com/factchecks/2014/jul/21/facebook-posts/social-media-meme-says-alan-greenspan-said-insecur/,Facebook posts," July 18, 2014"," July 21, 2014",pants-fire
"""Google search spike suggests many people don’t know why they voted for Brexit.""",https://www.politifact.com/factchecks/2016/jul/01/daily-mail/what-google-trends-tell-us-and-doesnt-about-brexit/,Daily Mail," June 24, 2016"," July 1, 2016",barely-true
"The federal health care law tells ""the American people precisely what type of coverage they have to have.""",https://www.politifact.com/factchecks/2014/jan/05/mitt-romney/mitt-romney-obamacare-tells-people-precisely-what-/,Mitt Romney," January 5, 20"," January 5, 2014",half-true
"Says Ron Johnson ""voted five times for tax breaks that help companies ship Wisconsin jobs overseas.""",https://www.politifact.com/factchecks/2016/aug/26/russ-feingold/feingold-johnson-voted-five-times-tax-breaks-help-/,Russ Feingold," June 14, 2016"," August 26, 2016",FALSE
"Greg Abbott has benefitted from ""payday lenders who have given him $300,000 and then received a ruling from him that they can operate in a loophole in the law that allows them to charge unlimited rates and fees.""",https://www.politifact.com/factchecks/2014/oct/29/wendy-davis/wendy-davis-said/,Wendy Davis," September 30,"," October 29, 2014",mostly-true
"""My opponent… was on both the city of Chicago payroll and the state of Illinois payroll simultaneously, taking full salary, funding her full pension benefits both as a city worker and as a state worker for 10 years.""",https://www.politifact.com/factchecks/2016/sep/22/leslie-geissler-munger/munger-says-mendoza-double-dipped-pension-salary/,Leslie Geissler Munger," September 15,"," September 22, 2016",half-true
"""Today in America, 70 percent of us are earning the same or less than we were 12 years ago, and this is the first time that that has happened this side of World War II.""",https://www.politifact.com/factchecks/2015/jun/02/martin-omalley/martin-omalley-says-70-us-are-earning-same-or-less/,Martin O'Malley," May 30, 2015 "," June 2, 2015",half-true
Says she has opposed measures to weaken the Dodd-Frank Wall Street regulatory bill and campaign-finance legislation when they were offered as stand-alone bills.,https://www.politifact.com/factchecks/2015/feb/26/ann-mclane-kuster/did-kuster-flip-flop-when-voting-cromnibus/,Ann McLane Kuster," January 6, 20"," February 26, 2015",half-true
Says U.S. Rep. Sean Casten “demanded the impeachment of the Republican President before the Mueller report was even released.”,https://www.politifact.com/factchecks/2020/feb/06/jeanne-ives/no-casten-did-not-call-trumps-impeachment-mueller-/,Jeanne Ives," January 29, 2"," February 6, 2020",FALSE
"Silver Solution used on strains of coronavirus ""totally eliminate it. Kills it. Deactivates it.”",https://www.politifact.com/factchecks/2020/mar/17/sherill-sellman/no-silver-solution-wont-cure-coronavirus/,Sherill Sellman," February 12, "," March 17, 2020",pants-fire
"Since 2000, Texas has reduced ""harmful pollutants in the air like nitrogen oxide by 62.5 percent, and ozone by 23 percent--a reduction that is 12 percent greater than the national average.""",https://www.politifact.com/factchecks/2014/may/26/rick-perry/perry-correct-reductions-ozone-industrial-nox-emis/,Rick Perry," May 19, 2014 "," May 26, 2014",half-true
An image shows animals burning in the Australia wildfires,https://www.politifact.com/factchecks/2020/jan/06/viral-image/no-viral-image-tiger-burning-not-australias-wildfi/,Viral image," January 4, 20"," January 6, 2020",barely-true
"""President Obama used"" his DACA order ""to unilaterally confer U.S. citizenship.""",https://www.politifact.com/factchecks/2017/sep/15/ken-paxton/ken-paxton-obama-daca-citizenship-incorrect-claim-/,Ken Paxton," September 5, "," September 15, 2017",pants-fire
"It's a good sign for Obamacare that in California, ""the proportion of kids who are signing up is the proportion of kids in the population.""",https://www.politifact.com/factchecks/2013/dec/05/ezekiel-emanuel/ezekiel-emanuel-says-california-kids-are-signing-h/,Ezekiel Emanuel," December 1, 2"," December 5, 2013",half-true
Says Osama bin Laden endorsed Joe Biden,https://www.politifact.com/factchecks/2020/jun/19/donald-trump-jr/no-osama-bin-laden-did-not-endorse-joe-biden/,Donald Trump Jr.," June 18, 2020"," June 19, 2020",FALSE
"Among the nation’s 51 largest metropolitan areas, Milwaukee is the ""only one"" where the poverty rate is more than ""four times greater in the city than it is in the suburbs.""",https://www.politifact.com/factchecks/2013/oct/03/tom-barrett/milwaukees-city-suburban-poverty-disparity-worst-a/,Tom Barrett," September 24,"," October 3, 2013",half-true
